SMILES,melting_point,nHBAcc,nHBDon,nRot,RotRatio,SLogP,SMR,MW,AMW,WPath,WPol,Zagreb1,Zagreb2,mZagreb1,mZagreb2
O=CC1=CNC2=C1C=CC=C2OCC1=CC=CC=C1,153.5,2,1,4,0.190476,3.5594,74.4602,251.095,7.84671,745,27,98,115,4.80556,4.33333
NC1=CC=C(CCC(O)=O)C=C1,134,2,2,3,0.25,1.286,46.8112,165.079,7.17735,223,12,54,57,4.83333,2.75
[O-][N+](=O)C1=C(F)C=CC(C=O)=C1,46,3,0,2,0.166667,1.5464,38.4419,169.018,10.5636,193,16,56,63,5.44444,2.80556
OCC1=C(F)C=CC=C1Cl,43,1,1,1,0.1,1.9714,37.3328,160.009,10.0006,112,13,46,52,4.33333,2.38889
ClC1=NSC2=CC=CC=C12,39,2,0,0,0,2.9497,44.63,168.975,12.0697,106,12,52,61,2.83333,2.22222
OCCN\C(S)=N\CC=C,78,2,3,4,0.444444,0.0401,46.5735,160.067,7.27577,149,8,36,35,4.61111,2.66667
COC1=CC=C(F)C=C1CBr,60,1,0,2,0.181818,2.7292,45.583,217.974,11.4723,152,14,50,56,4.58333,2.69444
OC(=O)C1=CC=CC(=C1)C1=NN=NN1,285,4,2,2,0.133333,0.5649,46.573,190.049,9.50245,302,17,70,80,4.44444,3.13889
NC1=NC(Cl)=NC(N)=N1,320,5,2,0,0,-0.3106,33.6618,145.016,11.155,84,9,42,45,4.08333,2
FC1=CC(NN=C(C#N)C2=NC3=C(S2)C=CC=C3)=CC=C1,196,5,1,3,0.130435,3.77518,81.7927,296.053,9.86844,1005,29,108,125,5.91667,4.72222
FC(F)(F)C1=CC=CC(Br)=C1,1,0,0,0,0,3.4679,39.144,223.945,14.9297,148,13,54,59,5.28472,2.33333
COC1=CC(=CC=C1O)C1NN2C(S1)=NN=C2C1=CC=CC(=C1)[N+]([O-])=O,165,9,2,4,0.137931,2.9155,94.7299,371.069,9.51459,1728,42,142,171,8.11111,5.66667
CCCCl,-1,0,0,1,0.333333,1.6352,21.011,78.0236,7.09306,10,1,10,8,2.5,1.25
O=CC1=CN=C(S1)N1CCCCC1,49,4,0,2,0.142857,1.9459,53.5655,196.067,7.84268,253,15,64,73,3.58333,3.02778
CC1=NC2=CC=C3C=CC=CC3=C2C1(C)C,117,1,0,0,0,4.2234,69.743,209.12,6.74582,372,29,92,114,5.36806,3.33333
IC1=NC=CC(=C1)C#N,79,2,0,0,0,1.55788,41.669,229.934,19.1612,88,9,40,43,3.47222,2.16667
SCC1=CC=CC=C1,-1,1,1,1,0.125,2.1164,39.132,124.035,7.75217,64,7,34,36,2.61111,2
FC1=C(Cl)C=CC(CBr)=C1,32,0,0,1,0.1,3.374,44.041,221.925,14.795,117,12,46,51,4.33333,2.36111
COC1=CC=C(C=C1)C1=NN=C2SCNN12,200,6,1,2,0.111111,1.5604,62.0947,234.058,9.00221,439,22,86,103,4.05556,3.58333
CC(C)NC1=NC(NC2CC2)=NC(Cl)=N1,167,5,2,4,0.25,1.9196,60.2404,227.094,7.83082,385,17,76,85,5.30556,3.25
BrC(=C)C1=CC=CC=C1,-44,0,0,1,0.111111,3.0522,44.403,181.973,11.3733,88,9,40,43,3.47222,2.11111
CN(C)CCO,-59,2,1,2,0.4,-0.4597,25.6398,89.0841,5.24024,32,3,20,18,3.61111,1.58333
CCC(C)(C)[C@H]1CC[C@H](O)CC1,26,1,1,2,0.166667,2.9737,52.0368,170.167,5.00491,195,16,58,65,5.53472,2.70833
CC1=CC=CC=C1NC(=S)C(=O)C1=CC=CC=C1,124,2,1,3,0.157895,3.61722,78.1722,255.072,8.22812,641,25,88,100,6.05556,4.08333
CC(=O)C(=N/NC1=CC=CC=C1)\C1=CC(\C(=N\NC2=CC=CC=C2)C(C)=O)=C(C=C1[N+]([O-])=O)[N+]([O-])=O,215,10,2,10,0.263158,4.3134,134.316,488.144,8.71686,3951,57,180,208,13.3333,8.05556
O=C(N(CC1=CC=CC=C1C1=CC=CC=C1)C(=O)C1=CC=CC=C1)C1=CC=CC=C1,148.35,2,0,5,0.151515,5.8364,118.966,391.157,7.66975,2359,47,154,180,7.88889,6.75
OCC[N+]([O-])=O,-80,3,1,2,0.4,-0.7446,18.9472,91.0269,8.27518,32,3,20,18,3.61111,1.58333
COC1=CC=C(C(OC)=C1)C(O)(C1=CC=CC=C1OC)C1=CC=C(OC)C=C1OC,137,6,1,8,0.25,4.0138,114.187,410.173,7.32452,2139,56,154,187,10.7014,7.08333
OC(=O)CC12CC3CC(CC(O)(C3)C1)C2,127,2,2,2,0.117647,1.7924,54.3176,210.126,6.36744,316,23,90,108,5.20833,2.95833
CCCCCCCC1CCCC(=O)O1,-12,2,0,6,0.428571,3.4426,57.107,198.162,5.5045,378,14,60,63,4.72222,3.41667
CC(C)(C)OC(=O)N[C@H](CC(O)=O)CC1=CC=CC=C1,104,3,2,5,0.25,2.5971,75.5565,279.147,6.80846,883,22,94,99,8.75694,4.375
O=C1CCC(O1)C1=CC=CC=C1,36.5,2,0,1,0.0769231,2.0647,44.509,162.068,7.36673,197,13,60,68,3.33333,2.69444
O=C1CCCC2CC3=CC=CC=C3C(=O)C12,79,2,0,0,0,2.4108,60.3145,214.099,7.13665,385,28,88,107,4.66667,3.47222
CC(=O)C(CC1=CC=CC=C1)=CNC1=CC=CC=C1,132,2,1,5,0.25,3.8141,78.9747,251.131,6.97586,784,23,90,99,5.69444,4.36111
C(NCC1=CC=CC=C1)C1=CC=CC=C1,-26,1,1,4,0.25,2.9764,63.4277,197.12,6.57068,436,16,70,76,3.47222,3.5
C[C@]12CCC(=O)C=C1CCC[C@@H]2O,57,2,1,0,0,1.8268,50.2888,180.115,6.21086,216,22,70,84,4.89583,2.79167
CC(C)OC(=O)C1=C(C=CC=N1)C(C)=O,40,4,0,3,0.2,1.8494,54.793,207.09,7.39606,366,20,70,78,6.80556,3.41667
NC1=C(F)C=C(C=N1)C(F)(F)F,66,2,1,0,0,1.8217,33.6094,180.031,11.2519,189,16,60,67,6.14583,2.52778
CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=C2OCOC2=C1)C(=O)OCC,135,7,1,5,0.172414,2.7763,97.1077,373.153,7.46305,1655,46,140,168,9.86111,6.13889
NC1=C(C=C(F)C=C1)C(O)=O,183,2,2,1,0.0909091,1.1061,37.7717,155.038,9.1199,148,14,52,58,5.19444,2.47222
Cl[C@@]12CC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@]1(Cl)C(=O)N(C2=O)C1=CC=CC=C1,159.85,2,0,3,0.0909091,4.905,114.384,421.064,9.15356,1879,60,170,221,8.85417,6.20833
ClC1=C(I)C=C(I)C=N1,72.5,1,0,0,0,2.9442,54.681,364.797,33.1633,84,10,42,46,4.08333,2.02778
FC(F)C(F)(F)F,-103,0,0,0,0,1.8138,12.059,120,15,42,6,30,30,5.17361,1.5
COC1=CC=C(C=C1)C1=CC(=NC(=C1)C1=CC=CC=N1)C1=CC=CC=N1,162,4,0,4,0.137931,4.8812,102.687,339.137,7.88691,1657,40,136,159,6.27778,5.83333
COC(=O)C(=CC1=CC(Br)=C(O)C(OC)=C1)C#N,200,5,1,3,0.166667,2.24328,67.9648,310.979,11.1064,625,27,84,96,8.16667,4.33333
CC(C)C(C)(C)O,-4,1,1,1,0.166667,1.4133,31.1358,102.104,4.86212,42,6,30,30,5.17361,1.5
CCCCOC(=O)CC(O)(CC(=O)OCCCC)C(=O)OCCCC,-20,7,1,14,0.583333,2.5276,91.7848,360.215,6.31956,1706,31,106,113,10.8958,6.16667
NC1=CC(Cl)=C(Cl)C(Cl)=C1,99,1,1,0,0,3.229,45.8844,194.941,13.9244,110,13,48,54,4.94444,2.22222
CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1)C(=O)OCC,157,5,1,5,0.2,3.0476,90.9847,329.163,7.00346,1204,40,118,139,9.38889,5.61111
COC1=C(OC)C=C2C(SC(=NC2=C1)C1=CC=C(C)O1)C1=CC=C(C)O1,148,6,0,4,0.137931,5.42114,102.067,369.103,8.2023,1551,42,142,171,8.11111,5.72222
CC(=O)C1=CC=C(C=C1)C1CCCCC1,68,1,0,2,0.125,3.9369,62.2725,202.136,6.12533,388,20,74,84,4.69444,3.38889
O=C1NNC(=O)N1C1=CC=CC=C1,208,3,2,1,0.0714286,-0.1461,47.0104,177.054,8.85269,233,17,66,77,4.19444,2.91667
COC1=CC(OC)=NC(NC(=O)NS(=O)(=O)C2=C(C=NN2C)C2=NN(C)N=N2)=N1,170,13,2,6,0.193548,-1.0718,95.4762,424.103,9.4245,2341,44,152,178,11.0625,6.375
O=C(CC1=CC=CC=C1)C(=O)CC1=CC=CC=C1,86,2,0,5,0.263158,2.61,70.306,238.099,7.44061,683,22,86,95,5.44444,4.11111
CC(=O)C(CC1=CC=CC=C1)=CN,95,2,1,3,0.230769,1.6607,53.0974,175.1,6.7346,262,15,58,63,5.08333,3.11111
CCOC(=O)\C=C\N(C)C,17.5,3,0,3,0.333333,0.6248,39.46,143.095,6.22151,143,8,38,37,5.22222,2.5
ClC(=CC1=CC=CC=C1)C1=CC=C2CCC3=C2C1=CC=C3,77,0,0,2,0.0833333,5.6753,91.522,290.086,8.05795,905,34,116,140,5.02778,4.55556
O=CCC=O,72,2,0,2,0.5,-0.2257,16.745,72.0211,8.00235,20,2,14,12,2.75,1.5
CC1=C(Cl)C(=O)N(C(=O)N1)C(C)(C)C,176,3,1,0,0,1.25342,56.0657,216.067,8.00247,269,23,72,84,7.86806,2.94444
NC1=CC(=CC=C1C(O)=O)C(O)=O,324,3,3,2,0.153846,0.6652,44.773,181.038,9.05188,246,18,62,70,6.30556,2.91667
C=CCN(CC=C)CC=C,-70,1,0,6,0.666667,1.8464,47.031,137.12,5.48482,138,9,36,36,4.61111,2.75
ClC1=CC=CC2=C(Cl)C=CC=C12,107,0,0,0,0,4.1466,53.968,195.985,10.888,176,18,62,73,3.94444,2.66667
CC1(C)OC(=O)C(=CC2=CC=CS2)C(=O)O1,182,5,0,1,0.0588235,1.9676,58.559,238.03,9.155,431,21,84,96,6.25694,3.38889
COC(=O)C(Cl)(Cl)Cl,-0.5,2,0,0,0,1.5296,32.306,175.92,15.9927,63,8,34,35,5.42361,1.83333
FC(F)(F)C1=C(CC#N)C=C(Cl)C=C1,62,1,0,1,0.0714286,3.42488,45.771,219.006,11.5266,291,19,68,76,6.64583,3.11111
ICC=C,-0.3,0,0,1,0.333333,1.6074,29.084,167.944,18.6604,10,1,10,8,2.5,1.25
CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1,159.95,5,4,12,0.272727,6.3136,157.247,558.253,7.34543,5382,65,210,245,14.3056,9.08333
FC1=CC(F)=C(N=C1)C#N,32,2,0,0,0,1.23148,28.868,140.019,11.6682,116,12,46,51,4.33333,2.36111
FC(F)(F)C1=CC(=CC(=C1)C1=NNC(=S)N1)C(F)(F)F,280,2,2,1,0.047619,4.17189,59.2124,313.011,12.5204,759,29,108,124,9.18056,4.02778
ClC1=CC(Cl)=C(C(Cl)=C1)S(Cl)(=O)=O,46,2,0,1,0.0769231,3.5743,54.5108,277.853,18.5235,224,19,66,75,7.00694,2.72222
CN1C2=C(C=CC=C2)N=C1\C(=N\NC1=CC=CC(O)=C1)C#N,285,6,2,3,0.125,2.61868,84.5935,291.112,8.31749,1107,33,114,134,6.77778,4.94444
NC1=CC=C(NC2=CC=C(C=C2[N+]([O-])=O)[N+]([O-])=O)C=C1,188,6,2,4,0.190476,2.8288,73.8879,274.07,9.13567,843,29,100,114,7.77778,4.41667
NC1=NC(N2CCCC2)=C(C#N)C2=C1C(=CC(=N2)C1=CC=CC=C1)C1=CC=CC=C1,236,5,1,3,0.0882353,5.01788,120.984,391.18,7.67019,2197,52,164,199,7.61111,6.63889
CCNCC(O)C1=CC=CC(O)=C1,147.5,3,3,4,0.307692,1.0351,51.6103,181.11,6.46822,268,15,58,63,5.08333,3.11111
CC(=O)NC1=CC=CC=C1CCC1=CC=CC=C1NC(C)=O,250,2,2,5,0.217391,3.3886,88.8994,296.152,7.05125,1141,29,106,118,7.66667,4.97222
S=C=NC1=CC=C(OCC2=CC=CC=C2)C=C1,64,3,0,4,0.222222,3.9999,71.902,241.056,8.60915,620,20,80,88,4.58333,4
CCOC(=O)C1CCN(CC1)C1=NC(Cl)=NC(Cl)=N1,150,6,0,3,0.15,1.9579,71.417,304.049,9.21362,766,27,94,107,6.91667,4.30556
NNC1=C2C=CC=CC2=NC2=C1C=CC=C2,177,3,2,1,0.0555556,2.6736,67.0591,209.095,7.74427,388,27,86,104,4.05556,3.61111
CCCC(O)CC\C=C\C=C\C#CC#C\C=C\CO,87,2,2,7,0.388889,2.5953,80.2066,258.162,6.29663,1098,17,72,71,6.86111,4.91667
CC(C)OC(=O)C(O)(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,73,3,1,4,0.173913,4.1809,87.1308,338.048,8.89599,993,36,112,131,8.97917,4.83333
NNC1=CC=CC=C1C(F)(F)F,60,2,2,1,0.0833333,1.991,39.2541,176.056,9.26611,185,16,58,65,5.53472,2.69444
CC(=C)C(Cl)=O,-60,1,0,1,0.2,1.3279,25.674,104.003,9.45481,29,4,22,21,4.22222,1.44444
O=C1NSC2=C1C=CC=C2,156,2,1,0,0,1.5896,42.4457,151.009,10.0673,106,12,52,61,2.83333,2.22222
CC(=O)N1C(=O)[C@@]2(OC[C@]2(Cl)C2=CC=C(Br)C=C2)C2=CC=CC=C12,108.85,3,0,1,0.037037,3.702,93.912,404.977,10.9453,1152,48,140,180,8.40278,5.09028
COC1=CC=C(C=C1)C1=CC=C(C=C1)S(=O)(=O)NC(CCSC)C(O)=O,173.5,5,2,9,0.333333,2.8468,103.174,395.086,8.40609,1891,39,128,146,9.97917,5.93056
ClC1=CC(Cl)=C2C=CC=CC2=C1,62.3,0,0,0,0,4.1466,53.968,195.985,10.888,179,17,62,72,3.94444,2.63889
N1C=NC(=C1C1=CC=CC=C1)C1=CC=CC=C1,232,1,1,2,0.105263,3.7437,69.4597,220.1,7.58966,507,23,88,103,3.69444,3.83333
OC(=O)CC1=C(F)C=CC=C1Cl,122,1,1,2,0.166667,2.1062,42.7498,188.004,10.4447,194,15,56,62,5.44444,2.72222
NC1=C(C#N)C2=C(CCCC2)C2(O1)C(=O)NC1=C2C=CC=C1,231,4,2,0,0,2.42868,80.1551,293.116,7.92207,869,45,126,160,6.59028,4.81944
COC1=CC=CC2=C1C(=O)C=C(O2)C1=CC=CC=C1,129.5,3,0,2,0.0952381,3.4686,74.472,252.079,8.13157,678,31,100,119,5.41667,4.27778
CC1=NC2=C(S1)C=CC1=C2C=CC=C1,96,2,0,0,0,3.75792,61.863,199.046,8.65416,270,21,78,94,3.55556,3
CN(C)C1=CC=C(C=C1)C1NC2=NC(=NN2C(N)=C1C#N)C(F)(F)F,164,7,2,2,0.0740741,2.18058,85.1731,349.126,8.95196,1472,43,136,163,10.0625,5.33333
OC1=C(F)C=CC(F)=C1,38,1,1,0,0,1.6704,28.0228,130.023,10.0018,84,10,42,46,4.08333,2.02778
[O-][N+](=O)C1=C(CC#N)C=CC(=C1)C(F)(F)F,40,3,0,2,0.125,2.67968,47.4154,230.03,10.9538,430,23,78,88,7.75694,3.55556
OC1=C(C=CC2=CC=CC=C12)C1=CC=C2C=CC=CC2=C1O,300,2,2,1,0.04,5.0712,90.2196,286.099,7.9472,995,40,122,149,5.88889,4.77778
O=N(=O)OCC(ON(=O)=O)C(ON(=O)=O)C(ON(=O)=O)C(CON(=O)=O)ON(=O)=O,107,18,0,17,0.586207,-2.2894,73.3624,451.99,11.8945,2333,38,134,143,15.1111,6.83333
CN1C(Br)=NC(C(O)=O)=C1C(O)=O,160,4,2,2,0.153846,0.579,44.8266,247.943,13.7746,226,19,64,75,6.91667,2.88889
NC(=O)C1=C(C=C(F)C=C1)C(F)(F)F,135.5,1,1,1,0.0714286,1.9434,39.9199,207.031,10.8964,279,20,70,79,7.25694,2.97222
OC(=O)\C=C\C1=CC=CC(=C1)C(\Br)=C(/Br)C(O)=O,214,2,2,4,0.222222,3.3274,75.5216,373.879,14.38,660,24,84,93,8.16667,4.08333
NC(=O)C1=CC(N)=C(Cl)C=C1,165,2,2,1,0.0909091,1.0211,44.3823,170.025,9.44582,152,14,52,58,5.19444,2.47222
CCC(C)[C@H](NC(=O)OC(C)(C)C)C(O)=O,69,3,2,4,0.266667,2.0104,60.2485,231.147,6.24722,465,19,72,76,9.25694,3.59722
COC1=CC=C(CCl)C=C1,24.5,1,0,2,0.2,2.434,42.551,156.034,8.21233,125,11,44,48,3.72222,2.5
[O-][N+](=O)C1=C(C=C(C=C1)C#N)[N+]([O-])=O,90,5,0,2,0.142857,1.37468,44.4658,193.012,11.3537,293,20,66,75,6.55556,3.25
C(N1CCOCC1)C1=CC=CC=C1,194,2,0,2,0.142857,1.5188,52.538,177.115,6.32555,264,14,62,68,2.97222,3
ClC1=CC=CC2=C1NC=C2,58,0,1,0,0,2.8213,43.3087,151.019,9.43868,105,12,52,61,2.83333,2.22222
CCCCCCC(C)CCCCCC,-37.2,0,0,10,0.769231,5.5633,66.682,198.235,4.50534,419,12,52,51,5.61111,3.66667
CCCCCCCCCCCC(C)=C,-22,0,0,10,0.769231,5.4834,66.658,196.219,4.67188,444,11,52,50,5.61111,3.58333
C1C2C=CC1C=C2,-0.9,0,0,0,0,1.7485,29.877,92.0626,6.13751,36,2,38,44,1.47222,1.5
BrC1=C2C=CC=CC2=CC2=CC=CC=C12,100,0,0,0,0,4.7555,69.154,255.989,10.6662,326,25,82,99,3.80556,3.27778
N#CCCCOC1=CC=CC=C1,45.5,2,0,4,0.333333,2.36918,46.784,161.084,7.00365,242,11,50,52,3.61111,3
CN1N(C(=O)C(N\N=C(\C(=O)C2=C3C=CC=CC3=CC=C2)S(=O)(=O)C2=CC=CC=C2)=C1C)C1=CC=CC=C1,110,8,1,6,0.142857,4.71982,148.711,524.152,8.45406,4445,69,206,250,12.1458,8.27778
FC1=C(C=O)C(F)=C(Br)C=C1,55,1,0,1,0.0909091,2.5398,39.4455,219.934,15.7095,144,16,52,60,5.19444,2.58333
OCCNC(=O)\C=C\C1=CC=CC=C1,101,2,2,4,0.285714,0.8083,55.5715,191.095,7.07758,367,14,60,63,4.72222,3.41667
OC(C(O)=O)C1=CC=CC=C1,134,2,2,2,0.181818,0.8046,39.0376,152.047,8.00249,156,13,50,55,4.58333,2.55556
CC1=C(C)N=CS1,83.5,2,0,0,0,1.75994,31.588,113.03,8.07357,40,5,32,35,2.97222,1.61111
O=C1CCC2=C(C1)C=CC=C2,18,1,0,0,0,1.7444,43.474,146.073,6.95586,144,14,56,64,3.08333,2.44444
CC(C)C1=CC(O)=C(C)C=C1\C(C1=CC=CC=C1S([O-])(=O)=O)=C1/C=C(C)C(=O)C=C1C(C)C,283,5,1,5,0.142857,5.64142,129.045,465.174,7.50281,2648,60,176,210,14.5069,7.02778
[O-][N+](=O)C1=CC=C2C(NC(=C2OC(=O)C2=CC=CC=C2)C2=CC=CC=C2)=C1,229,4,1,4,0.133333,4.9623,101.79,358.095,8.73403,1803,43,144,171,7.75,5.91667
NC1=C(C=C(Cl)C=C1)S(N)(=O)=O,149,3,2,1,0.0833333,0.5696,47.2376,205.992,10.8417,183,16,60,67,6.14583,2.52778
CC1=C(C)C(Br)=C(Br)C(C)=C1C,72,0,0,0,0,4.44528,60.79,289.931,12.0804,174,21,60,72,6.66667,2.66667
OC(=O)COC1=CC(OCC(O)=O)=CC=C1,194,4,2,6,0.375,0.6134,52.7036,226.048,8.69414,511,17,72,76,6.44444,3.66667
C(CC1=CC=C(C=C1)C#CC1=CC=CC=C1)C1=CC=CC=C1,105,0,0,3,0.125,4.8716,92.714,282.141,7.05352,1331,27,108,120,4.94444,5
CC(=O)OC1=C(N(C(C)=O)C2=CC(=CC=C12)[N+]([O-])=O)C1=CC=CC=C1,178,6,0,3,0.111111,3.8019,91.6379,338.09,8.66898,1336,42,132,158,9.36111,5.47222
CC(C1=CC=CC=C1)C1=CC=CC=C1,-0.1,0,0,2,0.133333,3.8384,60.401,182.11,6.50391,307,18,68,77,3.83333,3.22222
CC1=CC=C2N=C(C)C(C)=NC2=C1,93,2,0,0,0,2.55506,53.749,172.1,6.884,230,19,68,79,4.80556,2.80556
NC1=C(C=C2C=CC=CC2=C1)C(O)=O,216.5,2,2,1,0.0666667,2.1202,55.3197,187.063,8.13319,284,21,72,84,5.05556,3.08333
CCCCCCCOC1=CC=C(C=C1)C1=CC=C(C=C1)C#N,54,2,0,8,0.347826,5.57448,90.847,293.178,6.51507,1379,28,102,113,6.44444,5.27778
NC1=C(F)C(=CC(F)=N1)C(F)(F)F,67,2,1,0,0,1.9608,33.5674,198.022,12.3764,224,19,66,75,7.00694,2.72222
C=CN(=O)=O,-55.5,2,0,1,0.25,0.4066,17.1914,73.0164,9.12705,18,2,16,14,3.36111,1.33333
COC1=CC=C(Br)C=C1\C=C\[N+]([O-])=O,121,3,0,3,0.214286,2.7051,56.7224,256.969,11.6804,319,17,64,70,5.94444,3.27778
COC(=O)C1CC2=CC=CC=C2C(=O)C1C(=O)OC,88,5,0,2,0.1,1.0038,65.4885,262.084,7.94194,636,33,96,115,7.52778,4.41667
NNC(=O)CC1=CNC2=CC=CC=C12,143.5,2,3,2,0.133333,0.7003,54.3328,189.09,7.56361,304,18,70,81,4.44444,3.22222
CCOC=O,-1.4,2,0,2,0.5,0.1793,17.69,74.0368,6.73062,20,2,14,12,2.75,1.5
NC(=O)C(Br)(Br)C(N)=O,205,2,2,2,0.25,-0.5569,38.9738,257.864,19.8357,84,12,40,44,6.28472,2
CC(C)C1=C(O)C(=O)C2=C(C[C@@H](O)[C@H]3C(C)(C)CCC[C@]23C)C1=O,187.5,4,2,1,0.0384615,3.5001,91.3856,332.199,6.38844,1095,53,138,174,11.125,4.97222
C=CCOC(=O)\C=C/C(=O)OCC=C,-47,4,0,6,0.461538,1.001,51.452,196.074,7.54129,391,13,54,54,6.22222,3.58333
CC1=CC=C(NN=C2C(=O)OC(C)(C)OC2=O)C=C1,130,6,1,2,0.1,1.59902,68.4997,262.095,7.94228,758,27,98,111,7.61806,4.05556
COC1=CC=C(C=C1)C(O)C1=CC=C(OC)C=C1,70,3,1,4,0.210526,2.7855,70.0498,244.11,7.1797,665,26,88,101,6.05556,4.22222
CC1=CC=NC=C1C(=O)NN,177,3,2,1,0.0909091,-0.00648,40.6276,151.075,7.55373,152,14,50,56,4.58333,2.63889
COC1=CC=C(C(C)=O)C(F)=C1,52,2,0,2,0.166667,2.0369,42.9565,168.059,8.00279,197,16,56,63,5.44444,2.80556
FC1=CC=C(C=C1)[C@@H]1CCNC[C@H]1COC1=CC=C2OCOC2=C1,130,4,1,4,0.148148,3.3265,88.1777,329.143,7.48052,1445,35,128,150,5.77778,5.25
CC(C)CC(C)Br,-94,0,0,2,0.333333,2.8159,37.844,164.02,8.201,48,4,26,24,4.47222,1.66667
CC(N)C(=O)NC1=C(C)C=CC=C1C,256,2,2,2,0.142857,1.58914,58.1951,192.126,6.40421,304,19,66,74,6.55556,3.16667
COP(=S)(NC(C)C)OC1=C(Cl)C=C(Cl)C=C1,51.4,3,1,5,0.294118,4.2411,76.6557,312.986,10.0963,528,23,82,91,8.00694,3.81944
NC1=NC(=O)N(C=C1)[C@@H]1CS[C@H](CO)O1,161,7,2,2,0.125,-0.5941,56.3632,229.052,8.8097,369,20,76,88,5.30556,3.38889
FC1(F)C(F)(F)C(F)(F)C1(F)F,-40.1,0,0,0,0,2.5412,19.788,199.987,16.6656,160,24,72,96,8.25,2.25
CCCCCCC(O)C1C(O)C2=C(CC(CC3=C1C(=O)OC3=O)C(O)C1CC=CC(=O)O1)C(=O)OC2=O,170.5,11,3,8,0.2,0.6974,122.88,518.179,7.73401,3894,67,196,236,13.9167,8.16667
CC#CC1=NC(NC2=CC=CC=C2)=NC(C)=C1,132.8,3,1,2,0.111111,2.90002,69.0457,223.111,7.43703,554,21,82,91,5.19444,3.91667
CCCC(O)C1(C)CCC(C(O)=O)C(C)(C)O1,179,3,2,4,0.235294,2.1959,64.8436,244.167,5.9553,496,28,86,100,8.70833,3.73611
C1COCCOCCOCCO1,16,4,0,0,0,0.0664,43.276,176.105,6.28946,216,12,48,48,3,3
CCCCCC(=O)OC1(CCC2C3CCC4=CC(=O)CCC4C3CCC12C)C(C)=O,123.5,4,0,6,0.181818,5.5795,115.739,414.277,6.09231,2375,59,166,206,10.5139,6.54861
CC(C)(C)C1=CC=C(C=C1)C(=O)CCCCl,48,1,0,4,0.25,4.1858,69.4265,238.112,6.80321,487,21,76,84,7.14583,3.61111
CCCCCCCCCCCCCCCCC(CCC)C1=CC=CC=C1,31.4,0,0,18,0.692308,9.4417,119.02,358.36,4.97722,2509,28,108,113,7.72222,6.52778
COC(=O)NCCC1=CC=CC=C1NC(C)=O,107,3,2,4,0.235294,1.5435,64.8574,236.116,7.15503,590,20,76,82,6.69444,4.02778
OC1=CC(F)=NC=C1,147.5,2,1,0,0,0.9263,25.8598,113.028,9.41897,61,7,36,38,3.22222,1.83333
COC1=CC=C(O)C(F)=C1F,105,2,1,1,0.0909091,1.679,34.5748,160.034,9.41374,146,16,52,60,5.19444,2.58333
OCC1=CC=CC=C1C(F)(F)F,4,1,1,1,0.0833333,2.1977,37.3668,176.045,9.26552,185,16,58,65,5.53472,2.69444
COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F,121.25,4,1,9,0.409091,3.2015,78.7144,318.156,7.39897,1216,28,100,109,8.64583,5.19444
CCC(C)C=O,-60,1,0,2,0.4,1.2314,25.519,86.0732,5.37957,31,4,20,19,3.61111,1.66667
COC1=CC=C(C=C1OC)S(Cl)(=O)=O,68,4,0,3,0.214286,1.6313,52.5848,235.991,10.2605,296,20,68,77,6.64583,3.19444
CC(C)(C)C1=NNC(=O)C1,210,2,1,0,0,0.9084,39.6497,140.095,6.36795,113,10,50,55,5.03472,2.08333
OC1=CC=C(CC2=CC=C(OCC#C)C=C2)C=C1,60,2,1,4,0.210526,2.995,71.6828,238.099,7.44061,723,22,86,95,5.44444,4.16667
N#CC1=CC=C(C#N)C2=CC=CC=C12,210,2,0,0,0,2.58316,53.378,178.053,8.90265,279,22,70,83,4.44444,3.33333
CCCCOP(=O)(OCCCC)OCCCC,-1,4,0,12,0.75,4.5446,70.1865,266.165,6.0492,616,18,68,70,7.0625,4.375
COC1=CC(=CC(OC)=C1OC)C(=O)NCCCCCC(O)=O,121,5,2,10,0.434783,2.0872,84.535,325.153,7.06853,1426,32,104,116,9.41667,5.58333
NC(CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O,235.5,4,3,5,0.2,4.5573,124.806,776.687,22.191,1438,38,122,141,10.6111,5.22222
NC1=C(I)C=C(C=C1)C(F)(F)F,51,1,1,0,0,2.8922,48.5734,286.942,16.8789,189,16,60,67,6.14583,2.52778
ClC1=NC=NC2=C1C1=C(CCCC1)S2,96,3,0,0,0,3.2235,59.067,224.017,9.73989,265,22,78,95,3.55556,3.02778
CC1=CC=C(O)C(F)=C1F,37,1,1,0,0,1.97882,32.7598,144.039,9.00242,109,14,48,55,4.94444,2.25
CCOC(=O)C(=NO)C#N,129.5,5,1,2,0.222222,-0.09672,31.4675,142.038,8.87737,130,11,38,40,5.22222,2.69444
CNC(=O)SC1=CC=C(OS(C)(=O)=O)C=C1,138,5,1,3,0.1875,1.4565,62.2265,261.013,9.66715,501,18,76,81,7.14583,3.54167
