SMILES,logS,nHBAcc,nHBDon,nRot,RotRatio,SLogP,SMR,MW,AMW,WPath,WPol,Zagreb1,Zagreb2,mZagreb1,mZagreb2
N1N=NC2=C1C=CC=C2,-0.78,2,1,0,0,0.9579,33.8887,119.048,8.50345,79,9,46,53,1.97222,2.02778
CC(=O)NC1=CC=C(F)C=C1,-1.78,1,1,1,0.0909091,1.7841,40.7037,153.059,8.05574,166,11,50,53,4.58333,2.5
C1C2=CC3=C(C=CC=C3)C=C2C2=C1C=CC=C2,-8.04,0,0,0,0,4.411,72.19,216.094,7.45151,471,28,98,120,3.41667,3.61111
CN(C)C1=CC=CC=C1,-1.92,1,0,1,0.111111,1.7526,40.769,121.089,6.05446,88,9,40,43,3.47222,2.11111
CCCC(=O)CCC,-1.3,1,0,4,0.571429,2.1557,34.823,114.104,5.18657,75,6,28,27,4.11111,2.16667
CCOP(=S)(OCC)OC1=NC(Cl)=C(Cl)C=C1Cl,-5.67,5,0,6,0.333333,4.7181,77.432,348.926,12.0319,612,26,86,97,8.25694,4.18056
CC1=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC=C1,-2.85,5,2,3,0.157895,1.16802,68.4319,264.068,8.80227,627,25,92,104,6.75694,3.875
ClC1=CC=C(C(Cl)=C1)C1=CC=C(Cl)C(Cl)=C1,-7.8,0,0,1,0.0588235,5.9672,71.918,289.922,13.1783,433,24,82,95,6.16667,3.5
CN1CSC(=S)N(C)C1,-2.13,3,0,0,0,0.7967,45.449,162.029,8.52782,84,10,42,46,4.08333,2.02778
CC1=CC(C)=CC=C1,-2.82,0,0,0,0,2.30344,35.916,106.078,5.89324,61,7,36,38,3.22222,1.83333
O=C1CNC(=O)N1,-0.4,2,2,0,0,-1.1742,21.5414,100.027,9.09339,41,4,32,34,2.97222,1.58333
C1C=CCC=C1,-1.97,0,0,0,0,1.8926,27.514,80.0626,5.71876,27,3,24,24,1.5,1.5
OC1=CC=CC=C1C1=CC=CC=C1,-2.39,1,1,1,0.0714286,3.0592,53.5428,170.073,7.39449,240,17,64,73,3.58333,2.97222
CC(=O)NC1=CC=C(N)C=C1,-0.98,2,2,1,0.0909091,1.2272,45.1581,150.079,7.14663,166,11,50,53,4.58333,2.5
C=CC=O,0.57,1,0,1,0.333333,0.3713,16.261,56.0262,7.00328,10,1,10,8,2.5,1.25
CCCCCCCCCO,-3.01,1,1,7,0.777778,2.7293,45.0788,144.151,4.80505,165,7,34,32,4,2.75
CC(C)(C)NCC(O)C1=CC(CO)=C(O)C=C1,-1.22,4,4,4,0.235294,1.306,66.7451,239.152,6.29348,560,22,82,90,8.00694,3.76389
CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,-2.82,2,2,2,0.111111,3.4237,68.3416,228.115,6.91258,516,26,88,102,6.50694,3.66667
CN1C2=C(N=CN2)C(=O)N(C)C1=O,-1.37,5,1,0,0,-1.0397,46.5757,180.065,8.57451,211,22,70,86,5.41667,2.83333
CC(C)COC=O,-1.01,2,0,3,0.5,0.8154,26.854,102.068,6.004,52,4,24,22,3.86111,1.83333
COC(=O)C1(O)C2=C(C=CC=C2)C2=C1C=C(Cl)C=C2,-4.18,3,1,1,0.047619,2.7293,71.9028,274.04,9.13466,592,37,106,133,6.72917,4.16667
CCI,-1.6,0,0,0,0,1.4413,24.561,155.944,19.4929,4,0,6,4,2.25,1
CCCCC(C)(C)O,-1.08,1,1,3,0.428571,1.9475,35.8228,116.12,4.83834,71,5,32,30,4.8125,1.875
CCCCCC#C,-3.01,0,0,3,0.5,2.1999,32.975,96.0939,5.05757,56,4,22,20,3.25,2
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(OC(C)=O)C(=O)CO,-4.9,6,2,3,0.0882353,2.4665,109.492,434.21,7.00339,2201,75,182,237,13.3889,6.52778
BrC1=CC=C(Br)C=C1,-4.07,0,0,0,0,3.2116,41.842,233.868,19.489,62,7,36,38,3.22222,1.83333
CC1=CC(O)=CC(C)=C1Cl,-2.8,1,1,0,0,2.66244,42.5908,156.034,8.21233,110,13,48,54,4.94444,2.22222
OC(=O)CCC(O)=O,-0.2,2,2,3,0.428571,-0.0642,24.5056,118.027,8.43047,74,5,30,28,4.72222,1.91667
O1C2=CC=CC=C2OC2=CC=CC=C12,-5.31,2,0,0,0,3.5846,53.032,184.052,8.36602,279,21,76,90,2.94444,3.05556
CC12CC(O)C3(F)C(CCC4=CC(=O)CCC34C)C1CCC2(O)C(=O)CO,-3.43,5,3,2,0.0666667,1.8737,95.4914,380.2,6.78928,1533,66,162,212,11.1667,5.61111
C1=CC2=C3C(=C1)C1=CC=CC4=C1C1=C(C=C4)C=CC(C=C2)=C31,-9.03,0,0,0,0,6.3282,96.344,276.094,8.12041,815,49,138,178,4.11111,4.52778
CCCC#C,-1.64,0,0,1,0.25,1.4197,23.741,68.0626,5.23558,20,2,14,12,2.75,1.5
NC(=N)NCC(O)=O,-1.51,2,4,2,0.285714,-1.44593,27.5526,117.054,7.80359,74,5,30,28,4.72222,1.91667
BrC1=CC=CC=C1,-2.55,0,0,0,0,2.4491,34.142,155.957,12.9965,42,5,30,31,2.36111,1.66667
NC1=CC=CC(Cl)=C1,-1.37,1,1,0,0,1.9222,35.8644,127.019,9.07278,61,7,36,38,3.22222,1.83333
OC1=CC=C(C=O)C=C1,-0.96,2,1,1,0.111111,1.2047,33.4943,122.037,8.13579,90,9,40,43,3.47222,2.16667
NC1=CC=C(O)C=C1,-0.8,2,2,0,0,0.9744,32.5192,109.053,7.27018,62,7,36,38,3.22222,1.83333
C1=CC=C(C=C1)N=NC1=CC=CC=C1,-4.45,2,0,2,0.133333,4.102,57.06,182.084,7.58685,343,15,66,72,3.22222,3.25
CCOP(=S)(OCC)SCCSCC,-4.23,5,0,9,0.692308,3.7702,72.994,274.028,8.30389,356,15,56,58,6.3125,3.625
CCCCCCCC=C,-5.05,0,0,6,0.75,3.5329,43.573,126.141,4.67188,120,6,30,28,3.75,2.5
ClCCS(=O)CCCl,-1.16,1,0,4,0.571429,1.2127,39.3164,173.967,10.873,75,6,28,27,4.11111,2.16667
O=C1CCC(=O)N1,0.3,2,1,0,0,-0.577,22.3837,99.032,8.25267,41,4,32,34,2.97222,1.58333
CNC(=O)ON=C1C(Cl)C2CC(C#N)C1C2,-2.08,4,1,1,0.0588235,1.48538,57.9337,241.062,8.60935,450,21,82,98,6.16667,3.69444
CC(O)C(C)(C)C,-0.62,1,1,0,0,1.4133,31.1358,102.104,4.86212,42,6,30,30,5.17361,1.5
OC1C(O)C(O)C(O)C(O)C1O,0.35,6,6,0,0,-3.8346,36.0408,180.063,7.50264,174,21,60,72,6.66667,2.66667
OC(=O)C1=CC=C(Cl)C=C1,-3.31,1,1,1,0.1,2.0382,38.4113,155.998,10.3999,120,11,46,50,4.33333,2.27778
C1CCCCC1,-3.1,0,0,0,0,2.3406,27.702,84.0939,4.67188,27,3,24,24,1.5,1.5
CCCCN(CC)C1=C(C=C(C=C1N(=O)=O)C(F)(F)F)N(=O)=O,-5.53,5,0,7,0.304348,4.1482,77.5478,335.109,8.59255,1098,37,112,129,11.3403,5.22222
N#CC1=CC=CC=C1,-1,1,0,0,0,1.55828,31.157,103.042,7.92632,64,7,34,36,2.61111,2
CCC1=CC=CC(C)=C1N(C(C)COC)C(=O)CCl,-2.73,2,0,6,0.315789,3.16412,80.101,283.134,6.90571,656,30,88,102,8.41667,4.63889
CN(C)CCN(CC1=CC=CS1)C1=CC=CC=N1,-2.64,4,0,6,0.315789,2.7113,78.16,261.13,7.05757,637,20,86,95,5.44444,4.11111
NC(=O)C1=CC=CN=C1,0.61,2,1,1,0.111111,0.1805,32.7549,122.048,8.13653,88,9,40,43,3.47222,2.11111
ClC1=CC=C(Cl)C(=C1)C1=CC(Cl)=CC=C1Cl,-7,0,0,1,0.0588235,5.9672,71.918,289.922,13.1783,412,24,82,95,6.16667,3.5
CCCCOC1=CC(C(=O)NCCN(CC)CC)=C2C=CC=CC2=N1,-3.7,4,1,10,0.384615,3.4853,102.267,343.226,6.35604,1654,36,118,134,8.41667,6
ClC1=CC=C(C=C1)C1=CC=C(Cl)C=C1Cl,-6.21,0,0,1,0.0625,5.3138,66.908,255.961,11.6346,368,21,76,87,5.30556,3.30556
ClC1=CC=C(C(Cl)=C1Cl)C1=CC=C(Cl)C(Cl)=C1Cl,-8.01,0,0,1,0.0526316,7.274,81.938,357.844,16.2657,569,32,94,113,7.88889,3.94444
O=C1NC2=CC=CC=C2C=C1,-2.14,1,1,0,0,1.5281,44.5687,145.053,8.05849,144,14,56,64,3.08333,2.44444
ClC1=C(Cl)C2=C(N=CC=N2)C(Cl)=C1Cl,-5.43,2,0,0,0,4.2434,59.578,265.897,16.6186,263,25,74,90,5.66667,3.08333
ClC(Cl)C(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,-7.2,0,0,3,0.157895,5.929,80.241,317.954,11.3555,603,26,90,103,6.66667,4
CC(OC1=CC=CC=C1Cl)C(O)=O,-2.22,2,1,3,0.230769,2.1919,49.1778,200.024,9.092,256,16,60,66,5.69444,2.97222
CON(C)C(=O)NC1=CC=C(Cl)C=C1,-2.57,2,1,2,0.142857,2.3651,55.2427,214.051,8.56204,333,17,64,70,5.94444,3.27778
CC(=O)NC1=NN=C(S1)S(N)(=O)=O,-2.36,6,2,2,0.153846,-0.8561,45.5859,221.988,11.6836,257,14,64,70,6.39583,2.75
OC(=O)C1=CC(Cl)=CC=C1,-2.59,1,1,1,0.1,2.0382,38.4113,155.998,10.3999,117,11,46,50,4.33333,2.27778
CNC(=O)ON=C(CSC)C(C)(C)C,-1.62,4,1,3,0.230769,2.1075,60.8127,218.109,6.8159,332,16,60,63,7.53472,3.33333
CCCCCCCCCCCCCCCC(O)=O,-6.81,1,1,14,0.823529,5.5523,77.9478,256.24,5.1248,954,15,68,66,6.61111,4.58333
COC1=CC=C(C=O)C=C1,-1.49,2,0,2,0.2,1.5077,38.3815,136.052,7.55847,125,11,44,48,3.72222,2.5
CCC=CC,-2.54,0,0,1,0.25,1.9725,25.105,70.0783,4.67188,20,2,14,12,2.75,1.5
CCOP(=S)(OCC)OC1=CC=C(C=C1)S(C)=O,-2.3,5,0,7,0.388889,3.1003,76.9394,308.031,8.80087,661,24,84,93,7.64583,4.23611
CCOP(=S)(OCC)OC1=CC2=C(C=C1)C(C)=C(Cl)C(=O)O2,-5.38,6,0,6,0.26087,4.43112,90.396,362.014,9.5267,1075,36,112,131,8.97917,4.98611
CC(C)OC(C)C,-1.1,1,0,2,0.333333,1.8198,31.357,102.104,4.86212,48,4,26,24,4.47222,1.66667
CCOC(N)=O,0.85,2,1,1,0.2,0.1016,21.2094,89.0477,6.84982,32,3,20,18,3.61111,1.58333
ClC(Cl)=C(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,-6.9,0,0,2,0.105263,6.1879,80.632,315.938,12.1515,603,26,90,103,6.66667,4
CC(=O)OCC(=O)C1(O)C(CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C)OC(C)=O,-4.13,8,2,4,0.108108,1.7621,115.882,478.2,7.35693,2963,77,196,250,14.75,7.06944
ClC1=CC2=C(C=CC=C2)C=C1,-4.14,0,0,0,0,3.4932,48.958,162.024,9.00131,144,14,56,64,3.08333,2.44444
CCCCCCCCC(=O)OCC,-3.8,2,0,8,0.666667,3.3001,54.626,186.162,5.31891,340,11,48,47,5.36111,3.41667
NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1,-3.51,5,2,3,0.166667,0.8596,63.6949,250.052,9.2612,536,23,86,97,5.89583,3.70833
CCOCC,-0.09,1,0,2,0.5,1.0428,22.167,74.0732,4.93821,20,2,14,12,2.75,1.5
CC12CCC(CC1)C(C)(C)O2,-1.64,1,0,0,0,2.7441,45.527,154.136,5.31503,128,16,64,76,4.48611,2.16667
CCCCN(C)C(=O)NC1=CC(Cl)=C(Cl)C=C1,-4.77,1,1,4,0.235294,4.2572,73.0187,274.064,8.30497,586,22,78,86,7.30556,3.97222
OC(=O)C1=CC=CO1,-0.48,2,1,1,0.125,0.9778,25.6673,112.016,9.33467,62,6,36,39,3.22222,1.86111
BrCCBr,-1.68,0,0,1,0.333333,1.7762,27.588,185.868,23.2335,10,1,10,8,2.5,1.25
CCC(=C(CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,-4.35,2,2,4,0.190476,4.8286,83.6096,268.146,6.70366,814,30,98,113,7.16667,4.66667
COCCOC1=C(OC)C=C(CC2=CN=C(N)N=C2N)C=C1OC,-2.1,8,2,8,0.32,1.2742,90.5798,334.164,7.26444,1427,36,116,133,8.77778,5.66667
C1C=CC=CC=C1,-2.15,0,0,0,0,2.0587,32.037,92.0626,6.13751,42,7,28,28,1.75,1.75
CC(O)C(F)(F)F,0.3,1,1,0,0,0.9295,17.7358,114.029,9.50244,42,6,30,30,5.17361,1.5
CC1=CC=CN=C1C,0.38,1,0,0,0,1.69844,33.711,107.073,6.29844,60,8,36,39,3.22222,1.86111
CCC(N)CC1=CNC2=C1C=CC=C2,-2.57,1,2,3,0.2,2.4477,60.2691,188.131,6.27104,304,18,70,81,4.44444,3.22222
CCCCC1=C(OS(=O)(=O)N(C)C)N=C(NCC)N=C1C,-4.16,6,1,8,0.380952,1.74462,82.7795,316.157,7.02571,926,31,100,113,9.61806,4.84722
CCNC(=O)C(C)OC(=O)NC1=CC=CC=C1,-1.83,3,2,4,0.235294,1.7597,64.6914,236.116,7.15503,600,20,76,82,6.69444,4.02778
CCC(C(CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,-4.43,2,2,5,0.238095,4.7852,82.2776,270.162,6.43243,814,30,98,113,7.16667,4.66667
ClC1=CC=C(Cl)C(=C1Cl)C1=C(Cl)C=CC(Cl)=C1Cl,-8.65,0,0,1,0.0526316,7.274,81.938,357.844,16.2657,537,32,94,113,7.88889,3.94444
CC1=CC=CC(C)=C1C,-3.2,0,0,0,0,2.61186,40.653,120.094,5.71876,82,11,42,47,4.08333,2.05556
ClC1=CC(Cl)=C(Cl)C(Cl)=C1,-4.63,0,0,0,0,4.3002,46.482,213.891,17.8243,110,13,48,54,4.94444,2.22222
CC(C)=CCCC(C)=CC=O,-2.06,1,0,4,0.4,2.878,48.486,152.12,5.63408,194,9,42,41,5.47222,2.75
CCCCC(=O)CCCC,-2.59,1,0,6,0.666667,2.9359,44.057,142.136,5.07628,149,8,36,35,4.61111,2.66667
COC(=O)C1C2CC(C=C2)C1C(=O)OC,-1.2,4,0,2,0.125,0.7707,51.749,210.089,7.24446,336,21,78,95,5.91667,3.47222
C(N(CC1=CC=CC=C1)C1=CC=CC=C1)C1=NCCN1,-2.6,3,1,5,0.227273,2.6949,84.2387,265.158,6.79892,829,24,100,113,4.44444,4.52778
CCCI,-2.29,0,0,1,0.333333,1.8314,29.178,169.959,15.4508,10,1,10,8,2.5,1.25
NC1=NC=NC2=C1C=CN2C1OC(CO)C(O)C1O,-1.95,8,4,2,0.0952381,-1.375,64.9498,266.102,8.06368,657,32,104,128,6.63889,4.19444
C=CC1=CC=CC=C1,-2.82,0,0,1,0.125,2.3296,36.533,104.063,6.50391,64,7,34,36,2.61111,2
CC1=CC=C(O)C=C1C,-1.41,1,1,0,0,2.00904,37.5808,122.073,6.4249,84,10,42,46,4.08333,2.02778
CCC(C)(C)Cl,-2.51,0,0,1,0.2,2.4138,30.223,106.055,6.23853,28,3,24,22,4.3125,1.375
OC1=NC=NC2=C1C=NN2,-2.38,4,2,0,0,0.0585,33.3485,136.039,9.71704,105,12,52,61,2.83333,2.22222
ClCC(Cl)(Cl)Cl,-2.18,0,0,0,0,2.5954,31.01,165.891,20.7364,28,3,24,22,4.3125,1.375
CSC1=NC=NC2=C1N=CC=N2,-2.36,5,0,1,0.0769231,1.1417,46.909,178.031,9.89063,182,17,60,70,3.33333,2.80556
CC(C)C(C)O,-0.2,1,1,1,0.2,1.0232,26.5188,88.0888,4.89382,29,4,22,21,4.22222,1.44444
CCOC(C)OCC,-0.43,2,0,4,0.571429,1.4054,32.714,118.099,5.36815,75,6,28,27,4.11111,2.16667
OC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1,-4.46,2,1,2,0.111111,5.1447,69.6528,287.951,11.998,536,24,86,98,6.41667,3.72222
NC(CC1=CC(I)=C(O)C(I)=C1)C(O)=O,-2.86,3,3,3,0.2,1.5558,72.856,432.867,18.0361,378,21,72,81,7.41667,3.33333
CC1=CC(=CC=C1NS(=O)(=O)C(F)(F)F)S(=O)(=O)C1=CC=CC=C1,-3.8,4,1,4,0.16,3.08932,81.6703,379.016,10.5282,1374,41,128,150,10.8819,4.96528
CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,-3.99,1,1,4,0.266667,3.0732,61.0348,206.131,6.24638,404,19,70,77,6.80556,3.38889
CNCCCN1C2=C(CCC3=C1C=CC=C3)C=CC=C2,-3.66,2,1,4,0.181818,3.5328,85.8417,266.178,6.33758,759,34,102,120,5.05556,4.61111
CC1=CC(O)=CC=C1,-0.68,1,1,0,0,1.70062,32.8438,108.058,6.75359,61,7,36,38,3.22222,1.83333
ClCC(Br)CBr,-2.38,0,0,2,0.4,2.3836,37.229,233.845,21.2586,31,4,20,19,3.61111,1.66667
O=N(=O)C1=CC=CC2=C1C=CC=C2,-3.54,2,0,1,0.0714286,2.748,50.6024,173.048,8.65238,226,19,66,77,4.19444,2.91667
CC(=O)N(C1=C(C)C(C)=NO1)S(=O)(=O)C1=CC=C(N)C=C1,-3.59,6,1,3,0.136364,1.61544,77.1772,309.078,8.58551,858,35,110,131,9.34028,4.52778
C[C@H]1CCCC[C@H]1C,-4.27,0,0,0,0,2.8326,36.796,112.125,4.67188,60,8,36,39,3.22222,1.86111
CSCCC(N)C(O)=O,-0.42,3,2,4,0.5,0.1514,38.6102,149.051,7.45255,102,8,34,34,4.97222,2.27778
CCCCOCN(C(=O)CCl)C1=C(CC)C=CC=C1CC,-4.19,2,0,9,0.428571,4.1574,89.131,311.165,6.62054,936,31,94,107,8.30556,5.27778
NC(=O)C1=CN=CC=N1,-0.91,3,1,1,0.111111,-0.4245,30.5499,123.043,8.7888,88,9,40,43,3.47222,2.11111
CCC1=CC=CC=C1,-2.77,0,0,1,0.125,2.249,35.82,106.078,5.89324,64,7,34,36,2.61111,2
CC(=O)NC1=CC=C(Cl)C=C1,-2.84,1,1,1,0.0909091,2.2984,45.7557,169.029,8.89629,166,11,50,53,4.58333,2.5
ClC1=C(Cl)C(Cl)=C(Cl)C=C1,-4.57,0,0,0,0,4.3002,46.482,213.891,17.8243,109,14,48,55,4.94444,2.25
CC1=CC=C(C)C2=C1C=CC=C2C,-4.92,0,0,0,0,3.76506,58.159,170.11,6.30035,216,21,68,81,4.80556,2.86111
O1C2=C(C=CC=C2)C2=C1C=CC=C2,-4.6,1,0,0,0,3.586,53.72,168.058,8.00274,219,19,72,87,2.69444,2.83333
C1CCNCC1,1.07,1,1,0,0,0.7599,26.7207,85.0891,5.00524,27,3,24,24,1.5,1.5
FC1=CC(F)=C(F)C(F)=C1,-2.31,0,0,0,0,2.243,26.274,150.009,12.5008,110,13,48,54,4.94444,2.22222
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCC1=CC=CC(OC2=CC=CC=C2)=C1,-6.29,3,0,6,0.214286,6.1133,103.304,390.079,8.47998,1945,34,136,159,9.09028,5.63889
CC(=O)NC1=CC=C(I)C=C1,-3.25,1,1,1,0.0909091,2.2496,53.4627,260.965,13.735,166,11,50,53,4.58333,2.5
CC(C)C(O)=O,0.28,1,1,1,0.2,0.727,22.4738,88.0524,6.28946,29,4,22,21,4.22222,1.44444
ClC1=CC=CC(Cl)=C1Cl,-4,0,0,0,0,3.6468,41.472,179.93,14.9942,82,11,42,47,4.08333,2.05556
CI,-1,0,0,0,0,1.0512,19.944,141.928,28.3856,1,0,2,1,2,1
ClC1=CC=CC=C1,-2.38,0,0,0,0,2.34,31.452,112.008,9.334,42,5,30,31,2.36111,1.66667
CC(CCC(O)=O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,-3.37,4,4,4,0.125,3.4487,110.037,408.288,5.91721,2045,60,166,208,11.4861,6.06944
CN1C2=CC=CC=C2SC2=C1C=C(CC(O)=O)C=C2,-3.94,3,1,2,0.0952381,3.5462,76.4098,271.067,8.47083,682,31,102,121,6.02778,4.11111
CCCOCCC,-1.62,1,0,4,0.666667,1.823,31.401,102.104,4.86212,56,4,22,20,3.25,2
CC1=NN=C2CN=C(C3=CC=CC=C3Cl)C3=C(C=CC(Cl)=C3)N12,-4.08,4,0,1,0.0384615,4.23352,91.901,342.044,9.77268,1035,43,128,156,6.75,4.94444
COC1=CC=C(C=C1)N(=O)=O,-2.41,3,0,2,0.181818,1.6034,39.6484,153.043,8.50237,162,13,50,55,4.58333,2.61111
CC1=CC=CC2=C1N1C=NN=C1S2,-2.07,4,0,0,0,2.25242,53.107,189.036,9.4518,213,19,74,91,3.30556,2.77778
CCN(CC)CCNC(=O)C1=C(OC)C=C(N)C(Cl)=C1,-3.18,4,2,7,0.35,2.0024,82.5376,299.14,7.12238,902,29,92,104,8.66667,4.83333
OC(=O)CCI,-0.43,1,1,2,0.4,0.8961,31.1398,199.933,18.1758,32,3,20,18,3.61111,1.58333
CC1=NC2=C(C=CC=C2)C(C)=C1,-1.94,1,0,0,0,2.85164,51.217,157.089,6.82996,179,17,62,72,3.94444,2.63889
C=CCC1(CC=C)C(=O)NC(=O)NC1=O,-2.06,3,2,4,0.266667,0.491,53.7424,208.085,7.70684,338,25,72,85,6.89583,3.58333
ClC1=CC=CC(=C1Cl)C1=CC=CC(Cl)=C1Cl,-7.28,0,0,1,0.0588235,5.9672,71.918,289.922,13.1783,408,26,82,97,6.16667,3.55556
OC(=O)C1=CC=CN=C1NC1=CC=CC(=C1)C(F)(F)F,-4.17,3,2,3,0.142857,3.5422,65.923,282.062,9.72626,828,29,102,116,7.86806,4.30556
CC1=CC=CC(C)=C1O,-1.31,1,1,0,0,2.00904,37.5808,122.073,6.4249,82,11,42,47,4.08333,2.05556
CCOC(=O)CCC(=O)OCC,-0.96,4,0,5,0.454545,0.8928,42.5,174.089,6.69574,244,11,46,46,5.72222,3.08333
CCCCCCCCCCCC(O)=O,-4.62,1,1,10,0.769231,3.9919,59.4798,200.178,5.26783,444,11,52,50,5.61111,3.58333
CC(C)CC(=O)CC(C)=O,-1.6,2,0,4,0.444444,1.5807,39.76,142.099,5.92081,135,8,40,39,5.83333,2.33333
CN1CCN(CCCN2C3=C(SC4=C2C=C(Cl)C=C4)C=CC=C3)CC1,-4.4,4,0,4,0.142857,4.5802,107.577,373.138,7.61506,1544,40,134,158,6.63889,5.44444
OC(=O)C=CC1=CNC=N1,-1.96,2,2,2,0.2,0.5075,35.2575,138.043,8.62768,133,7,44,46,3.72222,2.33333
CCCC(C)(C)O,-0.49,1,1,2,0.333333,1.5574,31.2058,102.104,4.86212,46,4,28,26,4.5625,1.625
CN1CCOCC1,1,2,0,0,0,-0.0516,28.316,101.084,5.61578,42,5,30,31,2.36111,1.66667
OC(=O)CCl,0.93,1,1,1,0.25,0.3098,18.3558,93.9822,11.7478,18,2,16,14,3.36111,1.33333
COC1=C(OC)C(C(O)=O)=C(C=O)C=C1,-1.92,4,1,4,0.266667,1.2145,51.8928,210.053,8.40211,340,24,70,82,6.80556,3.69444
CC1CC2C3CCC(O)(C(=O)CO)C3(C)CC(O)C2C2(C)C=CC(=O)C=C12,-2.99,5,3,2,0.0666667,1.8036,99.5954,374.209,6.56508,1553,62,160,206,11.0764,5.63194
OC1=CC=CC=C1C(=O)NC1=CC=CC=C1,-3.59,2,2,2,0.117647,2.6445,62.502,213.079,7.89181,459,21,78,88,4.94444,3.63889
OC(=O)C1=CC(O)=C(O)C(O)=C1,-1.16,4,4,1,0.0833333,0.5016,38.3957,170.022,9.44564,188,17,58,66,6.05556,2.66667
CCCCCC(O)C=CC1C(O)CC(=O)C1CC=CCCCC(O)=O,-2.47,4,3,12,0.48,3.2511,97.1434,352.225,6.17939,1888,30,112,122,9.91667,5.91667
CCCN(CCC)C1=C(C=C(C=C1N(=O)=O)S(N)(=O)=O)N(=O)=O,-5.16,7,1,8,0.347826,1.7768,83.919,346.095,8.44133,1082,37,112,129,11.3403,5.22222
OC(=O)CCC1=CC=CC=C1,-1.41,1,1,3,0.272727,1.7038,42.3988,150.068,7.1461,174,10,48,50,3.97222,2.58333
COC1=NC=NC2=C1N=CC=N2,-1.11,5,0,1,0.0769231,0.4284,41.68,162.054,9.00301,182,17,60,70,3.33333,2.80556
C1=CC2=C(C=C1)C1=CC3=C(C=C1C=C2)C1=C(C=CC=C1)C=C3,-8.66,0,0,0,0,6.2994,96.466,278.11,7.72527,971,41,128,158,4.38889,4.66667
CCCOC=O,-0.49,2,0,3,0.6,0.5694,22.307,88.0524,6.28946,35,3,18,16,3,1.75
O(C1=CC=CC=C1)C1=CC=CC=C1,-3.96,1,0,2,0.142857,3.4789,52.958,170.073,7.39449,264,14,62,68,2.97222,3
OC(=O)C1=CC=C(C=C1)N(=O)=O,-2.8,3,1,2,0.166667,1.293,40.0557,167.022,9.82482,206,15,56,62,5.44444,2.72222
CC(C)CC1=CC=C(C=C1)C(C)C(=O)NO,-3.04,2,2,4,0.25,2.494,63.3282,221.142,6.31833,487,21,74,82,7.05556,3.72222
OC(C(=O)C1=CC=CC=C1)C1=CC=CC=C1,-2.85,2,1,3,0.176471,2.6029,62.1743,212.084,7.57442,448,22,78,89,4.94444,3.66667
CC1CNCCN1,0.74,2,2,0,0,-0.4323,30.3344,100.1,5.26842,42,5,30,31,2.36111,1.66667
CCCCCCC(C)O,-2.09,1,1,5,0.625,2.3376,40.4398,130.136,4.81984,114,6,32,30,4.36111,2.33333
OC(C1=CC=CC=C1)C1=CC=CC=C1,-2.55,1,1,2,0.133333,2.7683,56.9458,184.089,7.08034,307,18,68,77,3.83333,3.22222
NC(CC1=CC(I)=C(OC2=CC=C(O)C(I)=C2)C(I)=C1)C(O)=O,-5.22,4,3,5,0.208333,3.9527,112.089,650.79,18.594,1294,35,116,133,9.75,5.02778
CCC(=O)OC,-0.14,2,0,1,0.2,0.5694,22.307,88.0524,6.28946,31,4,20,19,3.61111,1.66667
CC(C)(C)C(=O)C(OC1=CC=C(Cl)C=C1)N1C=NC=N1,-3.61,5,0,4,0.190476,3.1243,75.601,293.093,8.14148,802,27,102,116,7.86806,4.30556
ClC1=CC(Cl)=C(Cl)C(Cl)=C1Cl,-5.65,0,0,0,0,4.9536,51.492,247.852,20.6543,140,17,54,63,5.80556,2.44444
CC(Cl)(Cl)Cl,-2,0,0,0,0,2.3765,25.964,131.93,16.4913,16,0,20,16,4.0625,1
CC1=C(C(=O)NC2=CC=CC=C2)S(=O)(=O)CCO1,-2.43,4,1,2,0.105263,1.3016,67.5105,267.057,8.61473,599,27,92,106,6.75694,3.93056
O=C1CN(N=CC2=CC=C(O2)N(=O)=O)C(=O)N1,-3.38,6,1,3,0.166667,0.0735,53.2011,238.034,10.3493,580,20,86,98,6.41667,3.72222
CCC1(CC)C(=O)NC(=O)NC1=O,-1.39,3,2,2,0.153846,0.1588,44.6964,184.085,7.36339,220,23,64,77,6.39583,3.08333
CCCC(=O)OCC,-1.28,2,0,3,0.428571,1.3496,31.541,116.084,5.80419,75,6,28,27,4.11111,2.16667
CCCCC(=O)OC1(C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C)C(=O)CO,-4.71,6,2,6,0.162162,3.6368,123.343,476.257,6.70785,2955,79,194,250,14.1389,7.36111
